text,intent,style,length_bucket,split,text_clean
işverenimi çıkış bildirimi yapıp yapmadığını kontrol etmek istiyorum,employment_status_query,normal,uzun,train,işverenimi çıkış bildirimi yapıp yapmadığını kontrol etmek istiyorum
sgk nedir kısaca anlat,general_info_query,günlük,kısa,train,sgk nedir kısaca anlat
sgk dan nasıl yararlanırım,general_info_query,günlük,orta,train,sgk dan nasıl yararlanırım
sgk ya nasıl üye olurum,general_info_query,günlük,orta,train,sgk ya nasıl üye olurum
sgk ne iş yapar,general_info_query,günlük,kısa,train,sgk ne iş yapar
sgk müşteri hizmetleri numarası kaç,general_info_query,günlük,orta,train,sgk müşteri hizmetleri numarası kaç
sgk nedir bişey anlayamadım,general_info_query,bozuk,orta,train,sgk nedir bişey anlayamadım
sgk sifresini unuttum ne yapıcam,general_info_query,bozuk,orta,train,sgk sifresini unuttum ne yapıcam
sgk nın vatandaşlara sağladığı temel hizmetler nelerdir,general_info_query,normal,orta,train,sgk nın vatandaşlara sağladığı temel hizmetler nelerdir
sosyal güvenlik sistemine ilk kez dahil olacağım ne yapmalıyım,general_info_query,normal,uzun,train,sosyal güvenlik sistemine ilk kez dahil olacağım ne yapmalıyım
sgk ile bağkur arasındaki temel fark nedir,general_info_query,normal,orta,train,sgk ile bağkur arasındaki temel fark nedir
sgk işlemlerini e-devlet üzerinden yapmak mümkün mü,general_info_query,normal,orta,train,sgk işlemlerini e devlet üzerinden yapmak mümkün mü
sgk ya başvuru için hangi belgelere ihtiyacım var,general_info_query,normal,orta,train,sgk ya başvuru için hangi belgelere ihtiyacım var
sgk sistemine giriş için e-devlet şifresi yeterli mi,general_info_query,normal,uzun,train,sgk sistemine giriş için e devlet şifresi yeterli mi
sgk nın çalışma prensibi hakkında genel bilgi almak istiyorum,general_info_query,normal,uzun,train,sgk nın çalışma prensibi hakkında genel bilgi almak istiyorum
hastaneye gitsem sgk öder mi,health_coverage_query,günlük,orta,train,hastaneye gitsem sgk öder mi
doktora gidebilir miyim sgk ile,health_coverage_query,günlük,orta,train,doktora gidebilir miyim sgk ile
sgk sağlık hakkım var mı,health_coverage_query,günlük,orta,train,sgk sağlık hakkım var mı
hastanede sgk geçiyor mu,health_coverage_query,günlük,orta,train,hastanede sgk geçiyor mu
ilaç alabilir miyim sgk ile,health_coverage_query,günlük,orta,train,ilaç alabilir miyim sgk ile
devlet hastanesinde sgk geçerli mi,health_coverage_query,günlük,orta,train,devlet hastanesinde sgk geçerli mi
muayene ücretim sgk tarafından karşılanır mı,health_coverage_query,günlük,uzun,train,muayene ücretim sgk tarafından karşılanır mı
hastanye gitsem sgk ödermi,health_coverage_query,bozuk,orta,train,hastanye gitsem sgk ödermi
sgk la doktora gidebilirmiyim,health_coverage_query,bozuk,orta,train,sgk la doktora gidebilirmiyim
sağlık sigortam varmı sgk dan,health_coverage_query,bozuk,orta,train,sağlık sigortam varmı sgk dan
hastanede sgk geciyo mu,health_coverage_query,bozuk,orta,train,hastanede sgk geciyo mu
ilac alabilirmiyim sgk ile,health_coverage_query,bozuk,orta,train,ilac alabilirmiyim sgk ile
sgk sağlık hakkım varmı,health_coverage_query,bozuk,orta,train,sgk sağlık hakkım varmı
sgk sağlık güvencesi kapsamında hangi hizmetlerden yararlanabilirim,health_coverage_query,normal,uzun,train,sgk sağlık güvencesi kapsamında hangi hizmetlerden yararlanabilirim
devlet hastanelerinde sgk kapsamında ücretsiz muayene yaptırabilir miyim,health_coverage_query,normal,uzun,train,devlet hastanelerinde sgk kapsamında ücretsiz muayene yaptırabilir miyim
sgk anlaşmalı özel hastanelerde sigorta kapsamım geçerli mi,health_coverage_query,normal,uzun,train,sgk anlaşmalı özel hastanelerde sigorta kapsamım geçerli mi
sağlık hizmetlerinden yararlanmak için sgk kaydımın aktif olması gerekiyor mu,health_coverage_query,normal,uzun,train,sağlık hizmetlerinden yararlanmak için sgk kaydımın aktif olması gerekiyor mu
sgk sağlık kapsamım hangi hastaneleri ve hizmetleri kapsıyor,health_coverage_query,normal,uzun,train,sgk sağlık kapsamım hangi hastaneleri ve hizmetleri kapsıyor
yeni doğan bebeğim sgk sağlık güvencesinden yararlanabilir mi,health_coverage_query,normal,uzun,train,yeni doğan bebeğim sgk sağlık güvencesinden yararlanabilir mi
özel hastanede sgk ile muayene olduğumda ek ücret öder miyim,health_coverage_query,normal,uzun,train,özel hastanede sgk ile muayene olduğumda ek ücret öder miyim
sigortam var mı yok mu öğrenmek istiyorum,insurance_status_query,günlük,orta,train,sigortam var mı yok mu öğrenmek istiyorum
sgk ya kayıtlı mıyım acaba,insurance_status_query,günlük,kısa,train,sgk ya kayıtlı mıyım acaba
üstüme sigorta var mı,insurance_status_query,günlük,kısa,train,üstüme sigorta var mı
sgk kaydım açık mı,insurance_status_query,günlük,kısa,train,sgk kaydım açık mı
aktif sigortam var mıymış,insurance_status_query,günlük,kısa,train,aktif sigortam var mıymış
sgk da gözüküyor muyum,insurance_status_query,günlük,kısa,train,sgk da gözüküyor muyum
sigortalı mıyım şu an,insurance_status_query,günlük,kısa,train,sigortalı mıyım şu an
sigortam varmı bi bakabilirmisin,insurance_status_query,bozuk,orta,train,sigortam varmı bi bakabilirmisin
sgk ya kayıtlımıyım,insurance_status_query,bozuk,kısa,train,sgk ya kayıtlımıyım
sigorta girişim yapılmış mı bakabilirmisin,insurance_status_query,bozuk,orta,train,sigorta girişim yapılmış mı bakabilirmisin
sgk da gozukuyommu,insurance_status_query,bozuk,kısa,train,sgk da gozukuyommu
sigortalımıyım sgk ya gore,insurance_status_query,bozuk,kısa,train,sigortalımıyım sgk ya gore
aktif sigortam varmı sgk sisteminde,insurance_status_query,bozuk,orta,train,aktif sigortam varmı sgk sisteminde
sgk sisteminde aktif sigortalı kaydımın bulunup bulunmadığını öğrenmek istiyorum,insurance_status_query,normal,uzun,train,sgk sisteminde aktif sigortalı kaydımın bulunup bulunmadığını öğrenmek istiyorum
sigortalılık statümün devam edip etmediğini sorgulamak istiyorum,insurance_status_query,normal,orta,train,sigortalılık statümün devam edip etmediğini sorgulamak istiyorum
üzerime kayıtlı aktif bir sigorta tescilinin olup olmadığını kontrol etmek istiyorum,insurance_status_query,normal,uzun,train,üzerime kayıtlı aktif bir sigorta tescilinin olup olmadığını kontrol etmek istiyorum
sgk sisteminde sigortalı olarak görünüp görünmediğimi öğrenmek istiyorum,insurance_status_query,normal,orta,train,sgk sisteminde sigortalı olarak görünüp görünmediğimi öğrenmek istiyorum
sigorta numarama kayıtlı aktif bir işyeri var mı,insurance_status_query,normal,orta,train,sigorta numarama kayıtlı aktif bir işyeri var mı
sgk da sigortalı statüm devam ediyor mu,insurance_status_query,normal,orta,train,sgk da sigortalı statüm devam ediyor mu
mevcut işyerimde aktif sigortalı olarak kayıtlı olup olmadığımı öğrenmek istiyorum,insurance_status_query,normal,uzun,train,mevcut işyerimde aktif sigortalı olarak kayıtlı olup olmadığımı öğrenmek istiyorum
prim günlerim ne kadar,premium_days_query,günlük,kısa,train,prim günlerim ne kadar
toplam sgk günlerim kaç,premium_days_query,günlük,orta,train,toplam sgk günlerim kaç
kaç günüm birikmiş sgk da,premium_days_query,günlük,orta,train,kaç günüm birikmiş sgk da
gün sayım ne kadar,premium_days_query,günlük,kısa,train,gün sayım ne kadar
primlerim kaç gün tutmuş,premium_days_query,günlük,orta,train,primlerim kaç gün tutmuş
sgk prim günlerimi öğrenmek istiyorum,premium_days_query,günlük,orta,train,sgk prim günlerimi öğrenmek istiyorum
kac gunluk primim varmis,premium_days_query,bozuk,kısa,train,kac gunluk primim varmis
prim gunlerim ne kadar olmuş,premium_days_query,bozuk,orta,train,prim gunlerim ne kadar olmuş
sgk da kac gunum var,premium_days_query,bozuk,kısa,train,sgk da kac gunum var
kac gunum birikmis sgk da,premium_days_query,bozuk,orta,train,kac gunum birikmis sgk da
prim gunlerimi ogrenmek istiyorum,premium_days_query,bozuk,orta,train,prim gunlerimi ogrenmek istiyorum
toplam gun sayim kac olmus,premium_days_query,bozuk,orta,train,toplam gun sayim kac olmus
sgk sisteminde biriken toplam prim gün sayımı öğrenmek istiyorum,premium_days_query,normal,orta,train,sgk sisteminde biriken toplam prim gün sayımı öğrenmek istiyorum
tüm çalışma dönemlerim boyunca biriken prim günlerimin toplamı nedir,premium_days_query,normal,uzun,train,tüm çalışma dönemlerim boyunca biriken prim günlerimin toplamı nedir
sigortalılık sürem boyunca kaç günlük primim biriktiğini sorgulamak istiyorum,premium_days_query,normal,uzun,train,sigortalılık sürem boyunca kaç günlük primim biriktiğini sorgulamak istiyorum
farklı işyerlerinde çalıştım toplam prim günlerim kaç oldu,premium_days_query,normal,orta,train,farklı işyerlerinde çalıştım toplam prim günlerim kaç oldu
sgk da kayıtlı toplam çalışma günlerimi görmek istiyorum,premium_days_query,normal,orta,train,sgk da kayıtlı toplam çalışma günlerimi görmek istiyorum
hem özel hem kamu sektöründe çalıştım toplam prim günlerim ne kadar,premium_days_query,normal,uzun,train,hem özel hem kamu sektöründe çalıştım toplam prim günlerim ne kadar
prim gün sayımı doğrulamak istiyorum sgk sisteminden,premium_days_query,normal,orta,train,prim gün sayımı doğrulamak istiyorum sgk sisteminden
prim ödemesi nasıl yapılır,premium_payment_query,günlük,orta,train,prim ödemesi nasıl yapılır
sgk borcumu nasıl öderim,premium_payment_query,günlük,orta,train,sgk borcumu nasıl öderim
prim yatırmak istiyorum nereden,premium_payment_query,günlük,orta,train,prim yatırmak istiyorum nereden
sgk ödeme ekranı nerede,premium_payment_query,günlük,orta,train,sgk ödeme ekranı nerede
primimi nasıl öderim,premium_payment_query,günlük,kısa,train,primimi nasıl öderim
sgk ya ödeme yapacağım,premium_payment_query,günlük,orta,train,sgk ya ödeme yapacağım
borcumu ödemek istiyorum sgk,premium_payment_query,günlük,orta,train,borcumu ödemek istiyorum sgk
prim odemesi nasıl yapılıyo,premium_payment_query,bozuk,orta,train,prim odemesi nasıl yapılıyo
sgk ya odeme yapcam nasıl,premium_payment_query,bozuk,orta,train,sgk ya odeme yapcam nasıl
sgk odeme nerde yapılıyo,premium_payment_query,bozuk,orta,train,sgk odeme nerde yapılıyo
borcumu nasıl ödicem sgk ya,premium_payment_query,bozuk,orta,train,borcumu nasıl ödicem sgk ya
sgk prim borcumu online ortamda ödeyebilir miyim,premium_payment_query,normal,orta,train,sgk prim borcumu online ortamda ödeyebilir miyim
e-devlet üzerinden sgk prim ödemesi nasıl yapılır,premium_payment_query,normal,orta,train,e devlet üzerinden sgk prim ödemesi nasıl yapılır
bağkur primimi hangi kanallar üzerinden ödeyebilirim,premium_payment_query,normal,orta,train,bağkur primimi hangi kanallar üzerinden ödeyebilirim
sgk prim ödemesi için otomatik ödeme talimatı verebilir miyim,premium_payment_query,normal,uzun,train,sgk prim ödemesi için otomatik ödeme talimatı verebilir miyim
kredi kartı ile sgk prim ödemesi yapılabilir mi,premium_payment_query,normal,orta,train,kredi kartı ile sgk prim ödemesi yapılabilir mi
sgk prim borcumu taksitlendirme seçeneği var mı,premium_payment_query,normal,orta,train,sgk prim borcumu taksitlendirme seçeneği var mı
yurt dışından sgk prim ödemesi yapabilir miyim,premium_payment_query,normal,orta,train,yurt dışından sgk prim ödemesi yapabilir miyim
sgk belgesi lazım nerden alırım,registration_document_query,günlük,orta,train,sgk belgesi lazım nerden alırım
sigortalılık belgemi almak istiyorum,registration_document_query,günlük,orta,train,sigortalılık belgemi almak istiyorum
sgk tescil belgesi nasıl alınır,registration_document_query,günlük,orta,train,sgk tescil belgesi nasıl alınır
sgk dan belge almak istiyorum,registration_document_query,günlük,orta,train,sgk dan belge almak istiyorum
sgk kayıt belgesi nereden çıkar,registration_document_query,günlük,orta,train,sgk kayıt belgesi nereden çıkar
tescil belgesini nasıl indiririm,registration_document_query,günlük,orta,train,tescil belgesini nasıl indiririm
sgk belgesi lazım nasıl alınıyo,registration_document_query,bozuk,orta,train,sgk belgesi lazım nasıl alınıyo
sigortalılık belgesini nereden alcam,registration_document_query,bozuk,orta,train,sigortalılık belgesini nereden alcam
sgk dan belge cıkartıcam,registration_document_query,bozuk,orta,train,sgk dan belge cıkartıcam
tescil belgesi lazım nasıl alıyorlar,registration_document_query,bozuk,orta,train,tescil belgesi lazım nasıl alıyorlar
iş başvurusu için sgk sigortalılık tescil belgesi almam gerekiyor,registration_document_query,normal,orta,train,iş başvurusu için sgk sigortalılık tescil belgesi almam gerekiyor
banka kredi başvurusu için sgk kaydımı gösteren belge lazım,registration_document_query,normal,uzun,train,banka kredi başvurusu için sgk kaydımı gösteren belge lazım
e-devlet üzerinden sgk tescil belgemi online alabilir miyim,registration_document_query,normal,orta,train,e devlet üzerinden sgk tescil belgemi online alabilir miyim
sgk dan aldığım sigortalılık belgesinin resmi kurumlar tarafından kabul edilip edilmeyeceğini öğrenmek istiyorum,registration_document_query,normal,uzun,train,sgk dan aldığım sigortalılık belgesinin resmi kurumlar tarafından kabul edilip edilmeyeceğini öğrenmek istiyorum
sgk tescil belgemi güncellemem ve yeni versiyonunu almam gerekiyor,registration_document_query,normal,uzun,train,sgk tescil belgemi güncellemem ve yeni versiyonunu almam gerekiyor
kamu kurumu başvurusu için sgk sigortalılık belgesi ve hizmet dökümü lazım,registration_document_query,normal,uzun,train,kamu kurumu başvurusu için sgk sigortalılık belgesi ve hizmet dökümü lazım
sgk sigortalılık belgesini pdf formatında indirmek istiyorum,registration_document_query,normal,orta,train,sgk sigortalılık belgesini pdf formatında indirmek istiyorum
emekliliğime ne kadar kaldı,retirement_query,günlük,orta,train,emekliliğime ne kadar kaldı
emeklilik için şartlarım tamam mı,retirement_query,günlük,orta,train,emeklilik için şartlarım tamam mı
emekli aylığı alabilir miyim,retirement_query,günlük,orta,train,emekli aylığı alabilir miyim
emekliliğe ne kadar kalmış,retirement_query,bozuk,orta,train,emekliliğe ne kadar kalmış
emekli olabilirmiyim acaba,retirement_query,bozuk,orta,train,emekli olabilirmiyim acaba
emekli olmak icin sartlarım tamam mı,retirement_query,bozuk,uzun,train,emekli olmak icin sartlarım tamam mı
emeklilik için gerekli yaş ve prim gün şartlarını taşıyıp taşımadığımı öğrenmek istiyorum,retirement_query,normal,uzun,train,emeklilik için gerekli yaş ve prim gün şartlarını taşıyıp taşımadığımı öğrenmek istiyorum
sgk ya göre emekli olma tarihimi hesaplamak istiyorum,retirement_query,normal,orta,train,sgk ya göre emekli olma tarihimi hesaplamak istiyorum
erken emeklilik için hangi şartları taşıdığımı sorgulamak istiyorum,retirement_query,normal,orta,train,erken emeklilik için hangi şartları taşıdığımı sorgulamak istiyorum
emekli aylığına hak kazanmak için ne kadar daha çalışmam gerekiyor,retirement_query,normal,uzun,train,emekli aylığına hak kazanmak için ne kadar daha çalışmam gerekiyor
isteğe bağlı sigortalılık emeklilik hesabımı etkiler mi,retirement_query,normal,uzun,train,isteğe bağlı sigortalılık emeklilik hesabımı etkiler mi
emeklilik başvurusu için gereken belgeler ve süreç hakkında bilgi almak istiyorum,retirement_query,normal,uzun,train,emeklilik başvurusu için gereken belgeler ve süreç hakkında bilgi almak istiyorum
sgk emeklilik simülasyonu yapmak istiyorum şartlarım neler,retirement_query,normal,orta,train,sgk emeklilik simülasyonu yapmak istiyorum şartlarım neler
nerelerde çalıştım sgk a göre,service_record_query,günlük,orta,train,nerelerde çalıştım sgk a göre
sgk dan döküm almak istiyorum,service_record_query,günlük,orta,train,sgk dan döküm almak istiyorum
hangi işlerde çalıştım sgk da,service_record_query,günlük,orta,train,hangi işlerde çalıştım sgk da
hizmet belgesi lazım nerden alırım,service_record_query,günlük,orta,train,hizmet belgesi lazım nerden alırım
sgk dan çalışma belgesi istiyorum,service_record_query,günlük,orta,train,sgk dan çalışma belgesi istiyorum
geçmiş işlerim sgk da gözüküyor mu,service_record_query,günlük,orta,train,geçmiş işlerim sgk da gözüküyor mu
çalışma geçmişim sgk da kayıtlı mı,service_record_query,günlük,orta,train,çalışma geçmişim sgk da kayıtlı mı
nerelerde çalışmışım sgk ya gore,service_record_query,bozuk,orta,train,nerelerde çalışmışım sgk ya gore
hizmet dökümümü nasıl alcam,service_record_query,bozuk,orta,train,hizmet dökümümü nasıl alcam
sgk döküm belgesi nerde çıkıyo,service_record_query,bozuk,orta,train,sgk döküm belgesi nerde çıkıyo
çalışma geçmişim belgesini nasıl alıcam,service_record_query,bozuk,orta,train,çalışma geçmişim belgesini nasıl alıcam
hangi işyerlerinde çalışmışım sgk ya baktım,service_record_query,bozuk,orta,train,hangi işyerlerinde çalışmışım sgk ya baktım
sgk dan calısma belgesi alıcam nasıl yapıyorum,service_record_query,bozuk,uzun,train,sgk dan calısma belgesi alıcam nasıl yapıyorum
sgk hizmet cetvelimi resmi olarak almak istiyorum,service_record_query,normal,orta,train,sgk hizmet cetvelimi resmi olarak almak istiyorum
hangi işyerlerinde ne kadar süre çalıştığımı gösteren belgeye ihtiyacım var,service_record_query,normal,uzun,train,hangi işyerlerinde ne kadar süre çalıştığımı gösteren belgeye ihtiyacım var
sgk sisteminde kayıtlı tüm işyeri ve çalışma sürelerimi görmek istiyorum,service_record_query,normal,uzun,train,sgk sisteminde kayıtlı tüm işyeri ve çalışma sürelerimi görmek istiyorum
iş başvurusu için hangi firmalarda çalıştığımı gösteren sgk belgesine ihtiyacım var,service_record_query,normal,uzun,train,iş başvurusu için hangi firmalarda çalıştığımı gösteren sgk belgesine ihtiyacım var
kariyerim boyunca çalıştığım tüm işyerlerinin sgk kaydını görmek istiyorum,service_record_query,normal,uzun,train,kariyerim boyunca çalıştığım tüm işyerlerinin sgk kaydını görmek istiyorum
emeklilik başvurusu için nerelerde çalıştığımı gösteren hizmet dökümü belgesi lazım,service_record_query,normal,uzun,train,emeklilik başvurusu için nerelerde çalıştığımı gösteren hizmet dökümü belgesi lazım
sgk da kayıtlı işyeri bazlı çalışma geçmişime nasıl ulaşabilirim,service_record_query,normal,uzun,train,sgk da kayıtlı işyeri bazlı çalışma geçmişime nasıl ulaşabilirim
prim borcum ne kadar,sgk_debt_query,günlük,kısa,train,prim borcum ne kadar
sgk da borcum çıkmış mı,sgk_debt_query,günlük,orta,train,sgk da borcum çıkmış mı
sigorta borcum var mı acaba,sgk_debt_query,günlük,orta,train,sigorta borcum var mı acaba
sgk borç durumuma bakmak istiyorum,sgk_debt_query,günlük,orta,train,sgk borç durumuma bakmak istiyorum
sgk borcum varmı bi bakabilirmisin,sgk_debt_query,bozuk,orta,train,sgk borcum varmı bi bakabilirmisin
sgk ya borcum var mı yok mu,sgk_debt_query,bozuk,orta,train,sgk ya borcum var mı yok mu
borclumuyum sgk ya,sgk_debt_query,bozuk,kısa,train,borclumuyum sgk ya
üzerime borç gozukuyo mu,sgk_debt_query,bozuk,orta,train,üzerime borç gozukuyo mu
sgk prim borcumun bulunup bulunmadığını sorgulamak istiyorum,sgk_debt_query,normal,orta,train,sgk prim borcumun bulunup bulunmadığını sorgulamak istiyorum
ödenmemiş sgk prim tutarım olup olmadığını öğrenmek istiyorum,sgk_debt_query,normal,orta,train,ödenmemiş sgk prim tutarım olup olmadığını öğrenmek istiyorum
sgk sisteminde adıma kayıtlı gecikmiş prim borcum var mı,sgk_debt_query,normal,uzun,train,sgk sisteminde adıma kayıtlı gecikmiş prim borcum var mı
işyeri değiştirdim yeni işyerinden prim borcum birikmiş mi,sgk_debt_query,normal,uzun,train,işyeri değiştirdim yeni işyerinden prim borcum birikmiş mi
sgk borç sorgulama işlemini e-devlet üzerinden nasıl yapabilirim,sgk_debt_query,normal,uzun,train,sgk borç sorgulama işlemini e devlet üzerinden nasıl yapabilirim
birikmiş prim borcumu ve tutarını öğrenmek istiyorum,sgk_debt_query,normal,orta,train,birikmiş prim borcumu ve tutarını öğrenmek istiyorum
son dönemde sgk primlerim düzenli yatırılmış mı borcum var mı,sgk_debt_query,normal,uzun,train,son dönemde sgk primlerim düzenli yatırılmış mı borcum var mı
sgk dan nasıl yardım alabilirim,general_info_query,günlük,orta,train,sgk dan nasıl yardım alabilirim
sgk nın bana sağladığı haklar neler,general_info_query,normal,orta,train,sgk nın bana sağladığı haklar neler
sgk başvurusu için nereye gitmem lazım,general_info_query,günlük,orta,train,sgk başvurusu için nereye gitmem lazım
sgk alo hattı var mı,general_info_query,günlük,kısa,train,sgk alo hattı var mı
sgk işlemleri kaç günde sonuçlanır,general_info_query,normal,orta,train,sgk işlemleri kaç günde sonuçlanır
sgk ya online başvuru yapılabilir mi,general_info_query,normal,orta,train,sgk ya online başvuru yapılabilir mi
sgk prim günlerimin dökümünü görmek istiyorum,premium_days_query,normal,orta,train,sgk prim günlerimin dökümünü görmek istiyorum
sgk ödeme dekontunu nereden alabilirim,premium_payment_query,normal,orta,train,sgk ödeme dekontunu nereden alabilirim
sgk primimi hangi bankadan yatırabilirim,premium_payment_query,normal,orta,train,sgk primimi hangi bankadan yatırabilirim
sgk dan belge talep etmek istiyorum,registration_document_query,normal,orta,train,sgk dan belge talep etmek istiyorum
sigortalılık kayıt belgesini nasıl temin ederim,registration_document_query,normal,orta,train,sigortalılık kayıt belgesini nasıl temin ederim
sgk tescil belgeme ihtiyacım var nereden alırım,registration_document_query,günlük,orta,train,sgk tescil belgeme ihtiyacım var nereden alırım
emekliliğimi ne zaman talep edebilirim,retirement_query,normal,orta,train,emekliliğimi ne zaman talep edebilirim
emekli olmak için başvuru süreci nasıl işliyor,retirement_query,normal,uzun,train,emekli olmak için başvuru süreci nasıl işliyor
emekli aylığım ne kadar olur hesaplamak istiyorum,retirement_query,normal,orta,train,emekli aylığım ne kadar olur hesaplamak istiyorum
sgk emeklilik şartlarım neler öğrenmek istiyorum,retirement_query,normal,orta,train,sgk emeklilik şartlarım neler öğrenmek istiyorum
kaç yıl çalışmam gerekiyor emekli olmak için,retirement_query,günlük,orta,train,kaç yıl çalışmam gerekiyor emekli olmak için
emeklilik başvurusu için hazır mıyım,retirement_query,günlük,orta,train,emeklilik başvurusu için hazır mıyım
emekliye ayrılmak için şartlarımı öğrenmek istiyorum,retirement_query,normal,orta,train,emekliye ayrılmak için şartlarımı öğrenmek istiyorum
sgk sisteminde prim borcum gözüküyor mu,sgk_debt_query,normal,orta,train,sgk sisteminde prim borcum gözüküyor mu
gecikmiş prim ödemem var mı,sgk_debt_query,günlük,orta,train,gecikmiş prim ödemem var mı
sgk borcumu sorgulamak istiyorum,sgk_debt_query,normal,orta,train,sgk borcumu sorgulamak istiyorum
primlerim eksiksiz yatırılmış mı,sgk_debt_query,günlük,orta,train,primlerim eksiksiz yatırılmış mı
sgk dan borç bildirimi geldi ne yapmalıyım,sgk_debt_query,günlük,uzun,train,sgk dan borç bildirimi geldi ne yapmalıyım
